Compound,Date,Negative,Neutral,Positive,Screen Name,Tweets Ago
0.5859,Wed Dec 13 03:48:39 +0000 2017,0.0,0.758,0.242,@foxnews,75
0.4199,Wed Dec 13 03:48:39 +0000 2017,0.108,0.701,0.191,@foxnews,76
-0.4939,Wed Dec 13 03:48:39 +0000 2017,0.176,0.824,0.0,@foxnews,77
0.296,Wed Dec 13 03:48:38 +0000 2017,0.0,0.784,0.216,@foxnews,78
-0.5106,Wed Dec 13 03:48:38 +0000 2017,0.171,0.829,0.0,@foxnews,79
0.0,Wed Dec 13 03:48:38 +0000 2017,0.0,1.0,0.0,@foxnews,80
-0.6067,Wed Dec 13 03:48:38 +0000 2017,0.219,0.7,0.081,@foxnews,81
-0.5106,Wed Dec 13 03:48:38 +0000 2017,0.171,0.829,0.0,@foxnews,82
-0.5423,Wed Dec 13 03:48:37 +0000 2017,0.143,0.857,0.0,@foxnews,83
-0.0772,Wed Dec 13 03:48:37 +0000 2017,0.117,0.778,0.105,@foxnews,84
0.0,Wed Dec 13 03:48:37 +0000 2017,0.0,1.0,0.0,@foxnews,85
-0.0772,Wed Dec 13 03:48:37 +0000 2017,0.117,0.778,0.105,@foxnews,86
0.4215,Wed Dec 13 03:48:37 +0000 2017,0.091,0.709,0.201,@foxnews,87
-0.5994,Wed Dec 13 03:48:37 +0000 2017,0.196,0.804,0.0,@foxnews,88
-0.8279,Wed Dec 13 03:48:36 +0000 2017,0.451,0.425,0.123,@foxnews,89
0.0,Wed Dec 13 03:48:36 +0000 2017,0.0,1.0,0.0,@foxnews,90
-0.5994,Wed Dec 13 03:48:36 +0000 2017,0.196,0.804,0.0,@foxnews,91
0.5106,Wed Dec 13 03:48:36 +0000 2017,0.0,0.769,0.231,@foxnews,92
-0.1027,Wed Dec 13 03:48:36 +0000 2017,0.057,0.943,0.0,@foxnews,93
0.0,Wed Dec 13 03:48:36 +0000 2017,0.0,1.0,0.0,@foxnews,94
-0.5027,Wed Dec 13 03:48:36 +0000 2017,0.322,0.51,0.168,@foxnews,95
0.0,Wed Dec 13 03:48:35 +0000 2017,0.109,0.781,0.109,@foxnews,96
0.0,Wed Dec 13 03:48:35 +0000 2017,0.0,1.0,0.0,@foxnews,97
-0.3182,Wed Dec 13 03:48:35 +0000 2017,0.204,0.796,0.0,@foxnews,98
0.0,Wed Dec 13 03:48:35 +0000 2017,0.0,1.0,0.0,@foxnews,99
-0.1779,Wed Dec 13 03:48:51 +0000 2017,0.179,0.698,0.123,@nytimes,100
0.0,Wed Dec 13 03:48:51 +0000 2017,0.0,1.0,0.0,@nytimes,1
0.7096,Wed Dec 13 03:48:51 +0000 2017,0.0,0.781,0.219,@nytimes,2
0.0,Wed Dec 13 03:48:50 +0000 2017,0.0,1.0,0.0,@nytimes,3
-0.1779,Wed Dec 13 03:48:50 +0000 2017,0.179,0.698,0.123,@nytimes,4
-0.1779,Wed Dec 13 03:48:50 +0000 2017,0.179,0.698,0.123,@nytimes,5
-0.1779,Wed Dec 13 03:48:50 +0000 2017,0.179,0.698,0.123,@nytimes,6
0.0,Wed Dec 13 03:48:50 +0000 2017,0.0,1.0,0.0,@nytimes,7
0.9136,Wed Dec 13 03:48:49 +0000 2017,0.0,0.592,0.408,@nytimes,8
0.4939,Wed Dec 13 03:48:49 +0000 2017,0.093,0.685,0.222,@nytimes,9
-0.1779,Wed Dec 13 03:48:49 +0000 2017,0.179,0.698,0.123,@nytimes,10
-0.1779,Wed Dec 13 03:48:49 +0000 2017,0.179,0.698,0.123,@nytimes,11
-0.1779,Wed Dec 13 03:48:48 +0000 2017,0.179,0.698,0.123,@nytimes,12
0.0,Wed Dec 13 03:48:48 +0000 2017,0.0,1.0,0.0,@nytimes,13
-0.1779,Wed Dec 13 03:48:48 +0000 2017,0.179,0.698,0.123,@nytimes,14
0.5719,Wed Dec 13 03:48:48 +0000 2017,0.0,0.764,0.236,@nytimes,15
-0.1779,Wed Dec 13 03:48:47 +0000 2017,0.179,0.698,0.123,@nytimes,16
-0.1779,Wed Dec 13 03:48:47 +0000 2017,0.179,0.698,0.123,@nytimes,17
-0.1779,Wed Dec 13 03:48:46 +0000 2017,0.179,0.698,0.123,@nytimes,18
0.0,Wed Dec 13 03:48:46 +0000 2017,0.0,1.0,0.0,@nytimes,19
-0.1779,Wed Dec 13 03:48:46 +0000 2017,0.179,0.698,0.123,@nytimes,20
-0.1779,Wed Dec 13 03:48:46 +0000 2017,0.179,0.698,0.123,@nytimes,21
-0.1779,Wed Dec 13 03:48:46 +0000 2017,0.179,0.698,0.123,@nytimes,22
0.9136,Wed Dec 13 03:48:45 +0000 2017,0.0,0.592,0.408,@nytimes,23
0.7088,Wed Dec 13 03:48:45 +0000 2017,0.0,0.731,0.269,@nytimes,24
-0.1779,Wed Dec 13 03:48:45 +0000 2017,0.179,0.698,0.123,@nytimes,25
0.6114,Wed Dec 13 03:48:45 +0000 2017,0.0,0.778,0.222,@nytimes,26
0.854,Wed Dec 13 03:48:45 +0000 2017,0.0,0.67,0.33,@nytimes,27
-0.1779,Wed Dec 13 03:48:44 +0000 2017,0.179,0.698,0.123,@nytimes,28
-0.1779,Wed Dec 13 03:48:43 +0000 2017,0.179,0.698,0.123,@nytimes,29
0.5859,Wed Dec 13 03:48:43 +0000 2017,0.0,0.345,0.655,@nytimes,30
0.4019,Wed Dec 13 03:48:43 +0000 2017,0.0,0.863,0.137,@nytimes,31
0.0,Wed Dec 13 03:48:42 +0000 2017,0.0,1.0,0.0,@nytimes,32
-0.1779,Wed Dec 13 03:48:42 +0000 2017,0.179,0.698,0.123,@nytimes,33
-0.1779,Wed Dec 13 03:48:41 +0000 2017,0.179,0.698,0.123,@nytimes,34
0.0,Wed Dec 13 03:48:41 +0000 2017,0.0,1.0,0.0,@nytimes,35
0.0,Wed Dec 13 03:48:41 +0000 2017,0.0,1.0,0.0,@nytimes,36
-0.5562,Wed Dec 13 03:48:40 +0000 2017,0.473,0.527,0.0,@nytimes,37
0.6467,Wed Dec 13 03:48:40 +0000 2017,0.0,0.789,0.211,@nytimes,38
-0.1779,Wed Dec 13 03:48:40 +0000 2017,0.179,0.698,0.123,@nytimes,39
-0.1779,Wed Dec 13 03:48:40 +0000 2017,0.179,0.698,0.123,@nytimes,40
0.0,Wed Dec 13 03:48:40 +0000 2017,0.0,1.0,0.0,@nytimes,41
-0.25,Wed Dec 13 03:48:40 +0000 2017,0.083,0.917,0.0,@nytimes,42
-0.1779,Wed Dec 13 03:48:39 +0000 2017,0.179,0.698,0.123,@nytimes,43
-0.3089,Wed Dec 13 03:48:39 +0000 2017,0.111,0.889,0.0,@nytimes,44
0.0258,Wed Dec 13 03:48:39 +0000 2017,0.0,0.784,0.216,@nytimes,45
0.0,Wed Dec 13 03:48:38 +0000 2017,0.0,1.0,0.0,@nytimes,46
-0.1779,Wed Dec 13 03:48:38 +0000 2017,0.179,0.698,0.123,@nytimes,47
-0.1779,Wed Dec 13 03:48:38 +0000 2017,0.179,0.698,0.123,@nytimes,48
-0.1779,Wed Dec 13 03:48:38 +0000 2017,0.179,0.698,0.123,@nytimes,49
0.3182,Wed Dec 13 03:48:38 +0000 2017,0.123,0.69,0.187,@nytimes,50
-0.1779,Wed Dec 13 03:48:37 +0000 2017,0.179,0.698,0.123,@nytimes,51
0.0,Wed Dec 13 03:48:37 +0000 2017,0.0,1.0,0.0,@nytimes,52
-0.1779,Wed Dec 13 03:48:36 +0000 2017,0.179,0.698,0.123,@nytimes,53
0.0,Wed Dec 13 03:48:35 +0000 2017,0.0,1.0,0.0,@nytimes,54
-0.1779,Wed Dec 13 03:48:35 +0000 2017,0.179,0.698,0.123,@nytimes,55
0.5719,Wed Dec 13 03:48:35 +0000 2017,0.0,0.791,0.209,@nytimes,56
0.0,Wed Dec 13 03:48:35 +0000 2017,0.0,1.0,0.0,@nytimes,57
-0.1779,Wed Dec 13 03:48:34 +0000 2017,0.179,0.698,0.123,@nytimes,58
-0.1779,Wed Dec 13 03:48:34 +0000 2017,0.179,0.698,0.123,@nytimes,59
-0.1779,Wed Dec 13 03:48:34 +0000 2017,0.179,0.698,0.123,@nytimes,60
0.8074,Wed Dec 13 03:48:34 +0000 2017,0.0,0.578,0.422,@nytimes,61
-0.1779,Wed Dec 13 03:48:34 +0000 2017,0.179,0.698,0.123,@nytimes,62
0.0,Wed Dec 13 03:48:34 +0000 2017,0.0,1.0,0.0,@nytimes,63
-0.3818,Wed Dec 13 03:48:33 +0000 2017,0.191,0.809,0.0,@nytimes,64
-0.3612,Wed Dec 13 03:48:33 +0000 2017,0.333,0.667,0.0,@nytimes,65
0.0,Wed Dec 13 03:48:33 +0000 2017,0.0,1.0,0.0,@nytimes,66
-0.1779,Wed Dec 13 03:48:33 +0000 2017,0.179,0.698,0.123,@nytimes,67
-0.1779,Wed Dec 13 03:48:32 +0000 2017,0.179,0.698,0.123,@nytimes,68
-0.1779,Wed Dec 13 03:48:32 +0000 2017,0.179,0.698,0.123,@nytimes,69
-0.1779,Wed Dec 13 03:48:32 +0000 2017,0.179,0.698,0.123,@nytimes,70
-0.1779,Wed Dec 13 03:48:32 +0000 2017,0.179,0.698,0.123,@nytimes,71
-0.1779,Wed Dec 13 03:48:31 +0000 2017,0.179,0.698,0.123,@nytimes,72
0.4404,Wed Dec 13 03:48:31 +0000 2017,0.0,0.775,0.225,@nytimes,73
0.2732,Wed Dec 13 03:48:30 +0000 2017,0.0,0.909,0.091,@nytimes,74
-0.1779,Wed Dec 13 03:48:28 +0000 2017,0.179,0.698,0.123,@nytimes,75
-0.3818,Wed Dec 13 03:48:28 +0000 2017,0.148,0.852,0.0,@nytimes,76
-0.25,Wed Dec 13 03:48:28 +0000 2017,0.083,0.917,0.0,@nytimes,77
-0.1779,Wed Dec 13 03:48:27 +0000 2017,0.179,0.698,0.123,@nytimes,78
0.4215,Wed Dec 13 03:48:27 +0000 2017,0.0,0.417,0.583,@nytimes,79
0.0,Wed Dec 13 03:48:25 +0000 2017,0.0,1.0,0.0,@nytimes,80
-0.1779,Wed Dec 13 03:48:25 +0000 2017,0.179,0.698,0.123,@nytimes,81
-0.1779,Wed Dec 13 03:48:24 +0000 2017,0.179,0.698,0.123,@nytimes,82
-0.296,Wed Dec 13 03:48:24 +0000 2017,0.104,0.896,0.0,@nytimes,83
0.0,Wed Dec 13 03:48:23 +0000 2017,0.0,1.0,0.0,@nytimes,84
-0.1779,Wed Dec 13 03:48:23 +0000 2017,0.179,0.698,0.123,@nytimes,85
0.0,Wed Dec 13 03:48:22 +0000 2017,0.0,1.0,0.0,@nytimes,86
0.0,Wed Dec 13 03:48:22 +0000 2017,0.0,1.0,0.0,@nytimes,87
0.0,Wed Dec 13 03:48:22 +0000 2017,0.0,1.0,0.0,@nytimes,88
0.4767,Wed Dec 13 03:48:21 +0000 2017,0.0,0.881,0.119,@nytimes,89
0.0,Wed Dec 13 03:48:19 +0000 2017,0.0,1.0,0.0,@nytimes,90
0.7067,Wed Dec 13 03:48:19 +0000 2017,0.0,0.755,0.245,@nytimes,91
-0.7351,Wed Dec 13 03:48:19 +0000 2017,0.292,0.708,0.0,@nytimes,92
-0.5106,Wed Dec 13 03:48:19 +0000 2017,0.268,0.732,0.0,@nytimes,93
0.0,Wed Dec 13 03:48:19 +0000 2017,0.0,1.0,0.0,@nytimes,94
0.631,Wed Dec 13 03:48:17 +0000 2017,0.0,0.743,0.257,@nytimes,95
0.6114,Wed Dec 13 03:48:16 +0000 2017,0.0,0.693,0.307,@nytimes,96
0.5256,Wed Dec 13 03:48:16 +0000 2017,0.0,0.747,0.253,@nytimes,97
-0.7906,Wed Dec 13 03:48:15 +0000 2017,0.438,0.562,0.0,@nytimes,98
0.871,Wed Dec 13 03:48:14 +0000 2017,0.076,0.475,0.449,@nytimes,99
